,nodeA,nodeB,polarity
681,Clintons,Hillary Clinton,0.4939
682,Bernie Sanders,Clinton,0.0772
683,Clinton,Maureen Dowd,0.0
684,Clinton,Ed Muskie,0.2023
685,Clinton,Hillary Clinton,0.0
686,Fallujah,Ramadi,0.128
687,Fallujah,Ramadi,0.4215
688,Anthony M. Kennedy,Antonin Scalia,0.5574
689,Kennedy,Lawrence,0.34
690,Lawrence,Scalia,0.1779
691,Kennedy,Romer,0.8173
692,Evans,Kennedy,0.8173
693,Kennedy,Lawrence,0.8173
694,Evans,Romer,0.8173
695,Lawrence,Romer,0.8173
696,Evans,Lawrence,0.8173
697,Kennedy,Scalia,0.4767
698,Kennedy,Scalia,0.0
699,John G. Roberts Jr.,Scalia,0.7717
700,John G. Roberts Jr.,Kennedy,0.7717
701,Clarence Thomas,John G. Roberts Jr.,0.7717
702,John G. Roberts Jr.,Samuel A. Alito Jr.,0.7717
703,Kennedy,Scalia,0.7717
704,Clarence Thomas,Scalia,0.7717
705,Samuel A. Alito Jr.,Scalia,0.7717
706,Clarence Thomas,Kennedy,0.7717
707,Kennedy,Samuel A. Alito Jr.,0.7717
708,Clarence Thomas,Samuel A. Alito Jr.,0.7717
709,Kennedy,Scalia,0.0
710,Lawrence,Paul M. Smith,0.7796
711,Scalia,Smith,0.7906
712,Allison Orr Larsen,William,-0.1779
713,Allison Orr Larsen,Mary,-0.1779
714,Mary,William,-0.1779
715,Kennedy,Michael Dorf,0.0
716,Edward Whelan,Scalia,0.765
717,Edward Whelan,Kennedy,0.765
718,Edward Whelan,Scalia,0.765
719,Kennedy,Scalia,0.765
720,Scalia,Scalia,0.765
721,Kennedy,Scalia,0.765
722,Kennedy,Reagan,-0.128
723,Kennedy,Robert Bork,-0.128
724,Reagan,Robert Bork,-0.128
725,Bork,Smith,0.0
726,Dorf,Kennedy,0.0
727,Frank J. Colucci,Kennedy,0.2732
728,Frank J. Colucci,Kennedy,0.2732
729,Frank J. Colucci,Hardwick,0.2732
730,Kennedy,Kennedy,0.2732
731,Hardwick,Kennedy,0.2732
732,Hardwick,Kennedy,0.2732
733,Kennedy,Romer,0.0
734,Kennedy,Scalia,0.0
735,Romer,Scalia,0.4215
736,Robert J. Shelby,Scalia,0.6369
737,Bush,George,0.0626
738,Bush,George H.W. Bush,0.0626
739,George,George H.W. Bush,0.0626
740,James Baker,Paul Wolfowitz,0.128
741,George W. Bush,James Baker,0.128
742,George W. Bush,Paul Wolfowitz,0.128
743,Jeb Bush,Wolfowitz,0.7096
744,Dick Cheney,Donald Rumsfeld,-0.4215
745,Kasich,Reagan,0.4215
746,Hillary Clinton,Kasich,0.4404
747,Eli Chomsky,Hillary Clinton,0.0
748,Clinton,Donald Trump,-0.3612
749,Clinton,Gilad Shalit,0.0
750,Chomsky,Clinton,0.5106
751,Chomsky,Jerry Greenwald,0.5106
752,Chomsky,Naomi Klass Mauer,0.5106
753,Chomsky,Dennis Rapps,0.5106
754,Chomsky,Jason Maoz,0.5106
755,Clinton,Jerry Greenwald,0.5106
756,Clinton,Naomi Klass Mauer,0.5106
757,Clinton,Dennis Rapps,0.5106
758,Clinton,Jason Maoz,0.5106
759,Jerry Greenwald,Naomi Klass Mauer,0.5106
760,Dennis Rapps,Jerry Greenwald,0.5106
761,Jason Maoz,Jerry Greenwald,0.5106
762,Dennis Rapps,Naomi Klass Mauer,0.5106
763,Jason Maoz,Naomi Klass Mauer,0.5106
764,Dennis Rapps,Jason Maoz,0.5106
765,Clinton,Vladimir Putin,-0.5413
766,Clinton,Putin,-0.5413
767,Putin,Vladimir Putin,-0.5413
768,Chomsky,Clinton,-0.2023
769,Donald Trump,Jared Kushner,0.0
770,Eric Van,Sypt,-0.6369
771,Coulibaly,Sypt,-0.4767
772,Cherif,Said Kouachi,-0.4404
773,Muhammad,Prophet Muhammad,-0.4588
774,Christopher Stevens,Leon Panetta,-0.8176
775,Hillary Clinton,Panetta,0.0
776,Hillary Clinton,Jeremy Bash,0.0
777,Jeremy Bash,Panetta,0.0
778,Sean Smith,Ty Woods,0.3818
779,Glen Doherty,Sean Smith,0.3818
780,Glen Doherty,Ty Woods,0.3818
781,Clinton,Jacob Sullivan,-0.25
782,Clinton,Wendy Sherman,-0.25
783,Jacob Sullivan,Wendy Sherman,-0.25
784,Smith,Stevens,-0.7579
785,John McCain,Paul Ryan,-0.6808
786,Hillary Clinton,Steve King,0.7269
787,Clinton,John Podesta,-0.5994
788,Donald Trump,Rudy Giuliani,0.5719
789,Mrs Bush's,Mrs Clinton,0.3182
790,J. Fred Buzhardt,Richard Nixon,0.0
791,Obama,Scalia,0.0
792,George Washington University,Orin Kerr,0.0
793,Bernie Sanders,Hillary Clinton,0.2023
794,Donald Trump,Nancy Worley,0.2263
795,Clinton,Donald Trump,0.2263
796,Clinton,Nancy Worley,0.2263
797,Clinton,Michael Brown,0.0
798,Hillary Clinton,Robby Mook,0.1027
799,Briggs,Donald Trump,0.5994
800,Clinton,Nancy Pelosi,0.25
801,Hillary Clinton,Pelosi,0.802
802,Clinton,Sanders,0.8689
803,Clinton,Jerry Brown,0.25
804,Clinton,Paul Ryan,0.2263
805,Donald Trump,Obama,0.4215
806,Obama,Trump,0.058
807,Miller,Trump,0.058
808,Miller,Obama,0.058
809,Barack Obama,Hillary Clinton's,-0.8742
810,Clinton,Trump,-0.0772
811,Clinton,James Asher,0.0
812,James Asher,Sidney Blumenthal,0.0
813,James Asher,Obama,0.0
814,Clinton,Sidney Blumenthal,0.0
815,Clinton,Obama,0.0
816,Obama,Sidney Blumenthal,0.0
817,Nicholas Kalman,Tamara Gitt,0.0
818,John Boehner,Mitch McConnell,-0.25
819,anti-Putin,pro-Putin,-0.0258
820,Clinton,Stephen Sestanovich,0.4588
821,Crimea,Stephen Sestanovich,0.4588
822,Clinton,Crimea,0.4588
823,Hillary Clinton,Putin,-0.9081
824,Fyodor Lukyanov,Hillary,-0.296
825,Barack Obama,Sean Patrick Maloney,-0.5574
826,Maloney,McCarthy,0.25
827,Maloney,McCarthy,0.25
828,McCarthy,McCarthy,0.25
829,Bob Dold,Mark Takano,0.0
830,Darrell Issa,Jeff Denham,0.0
831,Bruce Poliquin,Jeff Denham,0.0
832,David Valadao,Jeff Denham,0.0
833,Jeff Denham,Mimi Walters,0.0
834,David Young,Jeff Denham,0.0
835,Jeff Denham,R-Iowa,0.0
836,Bruce Poliquin,Darrell Issa,0.0
837,Darrell Issa,David Valadao,0.0
838,Darrell Issa,Mimi Walters,0.0
839,Darrell Issa,David Young,0.0
840,Darrell Issa,R-Iowa,0.0
841,Bruce Poliquin,David Valadao,0.0
842,Bruce Poliquin,Mimi Walters,0.0
843,Bruce Poliquin,David Young,0.0
844,Bruce Poliquin,R-Iowa,0.0
845,David Valadao,Mimi Walters,0.0
846,David Valadao,David Young,0.0
847,David Valadao,R-Iowa,0.0
848,David Young,Mimi Walters,0.0
849,Mimi Walters,R-Iowa,0.0
850,David Young,R-Iowa,0.0
851,Bernie Sanders,Hillary Clinton,-0.8625
852,Donald Trump,Hillary Clinton,-0.8625
853,Bernie Sanders,Donald Trump,-0.8625
854,Jake Tapper,Roland Martin,0.0
855,Clinton,Ricky Jackson,-0.9402
856,Clinton,Martin,0.2263
857,Clinton,Trump,0.4019
858,Clinton,Donald Trump,0.0258
859,Donald Trump,Matteo Renzi,0.0258
860,Clinton,Matteo Renzi,0.0258
861,Bill Clinton,Clinton,0.1002
862,Barack Obama,Clinton,0.1002
863,Barack Obama,Bill Clinton,0.1002
864,Clinton,Donald Trump,-0.7096
865,Bill Clinton,Clinton,0.0
866,Hillary Clinton's,Tom Fitton,0.4404
867,Breitbart News,Stephen Bannon,0.5719
868,Breitbart News,Trump,0.5719
869,Stephen Bannon,Trump,0.5719
870,Harris,Harris,-0.5267
871,Kissy,Mark Gordon,0.4215
872,Marco Rubio,Trump,0.4019
873,Harris,Trump,-0.2263
874,Harris,Trump,0.0
875,Harris,Taj Mahal,0.0
876,Taj Mahal,Trump,0.0
877,Harris,Sexton,0.3089
878,John Kerry,Marie Harf,-0.3818
879,Clinton,Donald Trump,-0.2617
880,Anoviua Rush,Hillary,-0.1232
881,Clinton,Rush,0.6495
882,Chevy Lumina,Vogler,0.0
883,Deborah Ross,Richard Burr,0.4019
884,Anne Gearan,Jose A. DelReal,0.0
885,Ed O'Keefe,Jose A. DelReal,0.0
886,Anne Gearan,Ed O'Keefe,0.0
887,Dan Scavino,Donald Trump Jr.,0.25
888,Donald Trump Jr.,Hillary,0.25
889,Dan Scavino,Hillary,0.25
890,Clinton,Darrel Rowland,0.0
891,Rob Portman,Ted Strickland,-0.7269
892,James,Rob Portman,-0.7269
893,Clinton,Rob Portman,-0.7269
894,James,Ted Strickland,-0.7269
895,Clinton,Ted Strickland,-0.7269
896,Clinton,James,-0.7269
897,Dan Balz,Karen Tumulty,0.0
898,Clinton,Karen Tumulty,0.0
899,Clinton,Dan Balz,0.0
900,Barack Obama,Hillary,0.4588
901,Hillary Clinton,John Podesta,0.4215
902,Anne Gearan,John Wagner,0.0
903,Jessie Opoien,Paul Ryan,-0.2263
904,Paul Ryan,Paul Ryan-Donald Trump,-0.2263
905,Jessie Opoien,Paul Ryan-Donald Trump,-0.2263
906,Mike Pence,Ryan,0.0
907,Trump,Upshot,0.0
908,Clinton,Politico’s Marc Caputo,0.6369
909,Bernie,Bust,0.0
910,Bernie,Clinton,0.0
911,Bust,Clinton,0.0
912,Ed,Kaine,-0.296
913,Ed,Jim Comey,-0.296
914,Jim Comey,Kaine,-0.296
915,Giuliani,Rudy Giuliani,0.0
916,Clinton,Rudy Giuliani,0.0
917,Clinton,Giuliani,0.0
918,Giuliani,Giuliani,0.0
919,Mark Landler,Matt Flegenheimer,0.0
920,Clinton,Matt Viser,0.0
921,Matt Viser,Michelle Obama,0.0
922,Clinton,Michelle Obama,0.0
923,Bernie Sanders,Clinton,0.0
924,Clinton,Elizabeth Warren,0.0
925,Bernie Sanders,Elizabeth Warren,0.0
926,Hillary Clinton’s,New Yorker,0.0
927,Emily Greenhouse,New Yorker,0.0
928,Harris,New Yorker,0.0
929,Emily Greenhouse,Hillary Clinton’s,0.0
930,Harris,Hillary Clinton’s,0.0
931,Emily Greenhouse,Harris,0.0
932,Harris,Mary Kay Henry,0.7269
933,Clinton,Harris,-0.1832
934,Joe Palazzolo,Michael Rothfeld,0.5574
935,Joe Palazzolo,Lukas I. Alpert,0.5574
936,Joe Palazzolo,Karen McDougal,0.5574
937,Lukas I. Alpert,Michael Rothfeld,0.5574
938,Karen McDougal,Michael Rothfeld,0.5574
939,Karen McDougal,Lukas I. Alpert,0.5574
940,Melania,Trump,0.0
941,Farah Stockman,Nick Corasaniti,-0.7667
942,Elizabeth Warren,Paul Ryan Republicans,0.5574
943,Bernie Sanders,Paul Ryan Republicans,0.5574
944,Bernie Sanders,Elizabeth Warren,0.5574
945,Bush,Peter Wehner,0.1027
946,Peter Wehner,Reagan,0.1027
947,Bush,Reagan,0.1027
948,Trump,Trumpism,-0.729
949,Clinton,Jeffrey Toobin,-0.5667
950,Bill Clinton’s,Jeffrey Toobin,-0.5667
951,Bill Clinton’s,Clinton,-0.5667
952,Bill Clinton’s,Whitewater,0.2732
953,Clinton,Ronald Reagan,0.6908
954,Ronald Reagan,Trump,0.6908
955,Clinton,Trump,0.6908
956,Aaso Ameen Shwan,William Booth,0.4767
957,Catherine Cortez Masto,Joseph J. Heck,0.0772
958,Joseph J. Heck,[Harry Reid,0.0772
959,Catherine Cortez Masto,[Harry Reid,0.0772
960,Beyoncé,Jay Z,0.0243
961,Bill Maher,George W. Bush,-0.128
962,Curt Schilling,Elizabeth Warren,0.0
963,Bernie Sanders,Sarah Silverman,0.7227
964,Tracy Chapman,Willie Nelson,0.0
965,Neil Young,Willie Nelson,0.0
966,Neil Young,Tracy Chapman,0.0
967,Harris,Joe Galliani,0.3612
968,Bob Corker,R-Tenn.,0.0
969,Bob Corker,Kerry,0.0
970,Kerry,R-Tenn.,0.0
971,James Risch,R-Idaho,-0.3612
972,Barbara Boxer,Risch,-0.4939
973,Boxer,Kerry,-0.7579
974,Bob Menendez,Corker,-0.128
975,R-Ark,Tom Cotton,0.2732
976,Mike Pompeo,Tom Cotton,0.2732
977,R-Kan.,Tom Cotton,0.2732
978,Mike Pompeo,R-Ark,0.2732
979,R-Ark,R-Kan.,0.2732
980,Mike Pompeo,R-Kan.,0.2732
981,John Boehner,Mitch McConnell,0.2732
982,John Boehner,Obama,0.2732
983,Mitch McConnell,Obama,0.2732
984,Kerry,Kerry,-0.3875
985,Clinton,Lloyd Blankfein,-0.0516
986,John Podesta,Julian Assange,-0.4939
987,Clinton,Julian Assange,-0.4939
988,Clinton,John Podesta,-0.4939
989,Clinton,Clinton,0.4404
990,Clinton,Goldman,-0.2048
991,Clinton,Glen Caplin,0.1027
992,Clinton,Clinton,0.0
993,Clinton,Donald Trump,0.4158
994,Kenneth Vogel,Politico,0.0
995,Bernie Sanders,Donald Trump,0.0
996,Clinton,Donald Trump,0.0
997,Bernie Sanders,Clinton,0.0
998,Elizabeth Warren,Mandy Grunwald,-0.3612
999,Bernie Sanders,Mandy Grunwald,-0.3612
1000,Bernie Sanders,Elizabeth Warren,-0.3612
1001,Clinton,Jake Sullivan,0.2023
1002,Clinton,Robby Mook,0.2023
1003,Annie Karni,Glenn Thrush,0.4767
1004,Annie Karni,Clinton,0.4767
1005,Annie Karni,Karni,0.4767
1006,Annie Karni,Thrush,0.4767
1007,Annie Karni,Clinton,0.4767
1008,Clinton,Glenn Thrush,0.4767
1009,Glenn Thrush,Karni,0.4767
1010,Glenn Thrush,Thrush,0.4767
1011,Clinton,Glenn Thrush,0.4767
1012,Clinton,Karni,0.4767
1013,Clinton,Thrush,0.4767
1014,Clinton,Clinton,0.4767
1015,Karni,Thrush,0.4767
1016,Clinton,Karni,0.4767
1017,Clinton,Thrush,0.4767
1018,Clinton,Donald Trump,0.0
1019,Donald Trump,Matt Lauer,0.0
1020,Donald Trump,Savannah Guthrie,0.0
1021,Matt Lauer,Savannah Guthrie,0.0
1022,Donald Trump,John McCain,0.5267
1023,Hillary Clinton,Obama,0.6486
1024,David Jones,Gretel Kauffman,0.0
1025,Candy Crowley,Rush Limbaugh,-0.4356
1026,Bill O'Reilly,Jeff McCall,-0.4767
1027,Loretta Lynch,Obama,0.0
1028,Chuck Grassley,Sharyl Attkisson,-0.6808
1029,Orrin Hatch,Sharyl Attkisson,-0.6808
1030,Chuck Grassley,Orrin Hatch,-0.6808
1031,Eric Holder,Loretta Lynch,-0.1893
1032,Ernie Banks,Loretta Lynch,-0.4497
1033,Clinton,Loretta Lynch,-0.4497
1034,Babe Ruth,Loretta Lynch,-0.4497
1035,Clinton,Ernie Banks,-0.4497
1036,Babe Ruth,Ernie Banks,-0.4497
1037,Babe Ruth,Clinton,-0.4497
1038,Trump,Trump,-0.6705
1039,Cruz,Kasich 147,0.5859
1040,Cruz,Kasich,0.0
1041,Cruz,Kasich,-0.4717
1042,Bill Hemmer,Martha MacCallum,0.0
1043,Clinton,Cruz,0.0
1044,Clinton,Cruz,0.0
1045,Cruz,Trump,0.0
1046,Clinton,Cruz,0.0
1047,Clinton,Clinton,0.0
1048,Clinton,Trump,0.0
1049,Clinton,Clinton,0.0
1050,Clinton,Trump,0.0
1051,Clinton,Clinton,0.0
1052,Clinton,Trump,0.0
1053,Bernie Bros,Hillary Clinton,0.6486
1054,Bill Hemmer,Howard Kurtz,0.0
1055,Clinton,Clinton,0.0516
1056,Jeb Bush,Reince Priebus,0.0
1057,Rand Paul,Reince Priebus,0.0
1058,Jeb Bush,Rand Paul,0.0
1059,Donald Trump,Sarah Palin,0.0
1060,Clinton,Obama,0.9245
1061,Joe Biden,Martin O'Malley,0.0
1062,Jim Webb,Joe Biden,0.0
1063,Bernie Sanders,Joe Biden,0.0
1064,Clinton,Joe Biden,0.0
1065,Jim Webb,Martin O'Malley,0.0
1066,Bernie Sanders,Martin O'Malley,0.0
1067,Clinton,Martin O'Malley,0.0
1068,Bernie Sanders,Jim Webb,0.0
1069,Clinton,Jim Webb,0.0
1070,Bernie Sanders,Clinton,0.0
1071,Clinton,Elizabeth Warren,0.9549
1072,Clinton,Clinton,0.9549
1073,Clinton,Elizabeth Warren,0.9549
1074,Clinton,Trump,0.5499
1075,Clinton,Clinton,0.8225
1076,Angela Merkel,Francis,0.0
1077,Francis,Manuel Valls,0.0
1078,Angela Merkel,Manuel Valls,0.0
1079,Charlie Hebdo,Muhammad,0.296
1080,Charlie Hebdo,Laurent Léger,0.4404
1081,Dieudonné,Laurent Léger,0.4404
1082,Charlie Hebdo,Dieudonné,0.4404
1083,Charlie,Charlie Hebdo,0.2263
1084,Rousseau,Voltaire,0.765
1085,Charlie Coulibaly,Charlie Hebdo,-0.6705
1086,Amedy Coulibaly,Charlie Coulibaly,-0.6705
1087,Amedy Coulibaly,Charlie Hebdo,-0.6705
1088,Amedy Coulibaly,Charlie,-0.296
1089,Cruz,Paul,0.6808
1090,Cruz,Rand Paul,0.8122
1091,Cruz,Ron Paul,0.8122
1092,Rand Paul,Ron Paul,0.8122
1093,Cruz,Paul,0.0
1094,Cruz,Ron Paul’s,0.4588
1095,Cruz,Paul,0.1779
1096,Cruz,Dave Nalle,0.1779
1097,Dave Nalle,Paul,0.1779
1098,Cruz,Paul,0.1027
1099,Cruz,Louis Colavecchio Sr.,0.0
1100,Cruz,Paul,0.0
1101,Cruz,Paul,0.0
1102,Cruz,Cruz,0.0
1103,Cruz,Paul,0.0
1104,Austin Sekel,Paul,0.4404
1105,Bob Pyle,Paul,0.4767
1106,Cisar,Paul,-0.34
1107,Cisar,Paul,0.1608
1108,Cisar,Paul,0.0
1109,Cruz,Hillary Clinton,0.7783
1110,Cruz,Cruz,-0.296
1111,Cruz,Cruz,-0.3612
1112,Barack Obama,Vladimir Putin,-0.128
1113,Hillary Clinton,Obama,-0.6258
1114,Benjamin Cardin,Chris Coons,0.3182
1115,Benjamin Cardin,Patty Murray,0.3182
1116,Chris Coons,Patty Murray,0.3182
1117,Obama,Ryan,0.1027
1118,Mike Enzi,Tom Price,0.0
1119,Donald Trump,Price,-0.4767
1120,Bernie Sanders,Hillary Clinton,-0.7351
1121,Michael Crowley,Michael Crowley,0.0
1122,Kim,Obama,0.3947
1123,Abraham Lincoln,Martin Luther King Jr.,0.4678
1124,Josh Earnest,Obama,0.5106
1125,Dorothy Day,Thomas Merton,-0.2732
1126,Francis,Paul A. Gosar,-0.6808
1127,Gosar,Paul A. Gosar,-0.6808
1128,Francis,Gosar,-0.6808
1129,Francis,Junípero Serra,0.0
1130,Biden,John A. Boehner,0.7003
1131,DeNeen L. Brown,Sarah Pulliam Bailey,0.0
1132,Pamela Constable,Sarah Pulliam Bailey,0.0
1133,Jessica Contrera,Sarah Pulliam Bailey,0.0
1134,Ed O’Keefe,Sarah Pulliam Bailey,0.0
1135,Michael E. Ruane,Sarah Pulliam Bailey,0.0
1136,Kelsey Snell,Sarah Pulliam Bailey,0.0
1137,DeNeen L. Brown,Pamela Constable,0.0
1138,DeNeen L. Brown,Jessica Contrera,0.0
1139,DeNeen L. Brown,Ed O’Keefe,0.0
1140,DeNeen L. Brown,Michael E. Ruane,0.0
1141,DeNeen L. Brown,Kelsey Snell,0.0
1142,Jessica Contrera,Pamela Constable,0.0
1143,Ed O’Keefe,Pamela Constable,0.0
1144,Michael E. Ruane,Pamela Constable,0.0
1145,Kelsey Snell,Pamela Constable,0.0
1146,Ed O’Keefe,Jessica Contrera,0.0
1147,Jessica Contrera,Michael E. Ruane,0.0
1148,Jessica Contrera,Kelsey Snell,0.0
1149,Ed O’Keefe,Michael E. Ruane,0.0
1150,Ed O’Keefe,Kelsey Snell,0.0
1151,Kelsey Snell,Michael E. Ruane,0.0
1152,Cruz,Trump,0.0
1153,Cruz,Cruz,-0.5267
1154,Cruz,Trump,-0.5267
1155,Cruz,Trump,-0.5267
1156,Cruz,Terry Branstad,0.25
1157,Sarah Palin,Terry Branstad,0.25
1158,Cruz,Sarah Palin,0.25
1159,Cruz,Daron Shaw,0.4295
1160,Chris Anderson,Shaw,0.0
1161,Ben Carson,Rand Paul,0.0
1162,Ben Carson,Bush,0.0
1163,Ben Carson,Chris Christie,0.0
1164,Bush,Rand Paul,0.0
1165,Chris Christie,Rand Paul,0.0
1166,Bush,Chris Christie,0.0
1167,John Kasich,Mike Huckabee,0.0
1168,Mike Huckabee,Rick Santorum,0.0
1169,Carly Fiorina,Mike Huckabee,0.0
1170,John Kasich,Rick Santorum,0.0
1171,Carly Fiorina,John Kasich,0.0
1172,Carly Fiorina,Rick Santorum,0.0
1173,Bush,Carson,0.0
1174,Bush,Paul tie,0.0
1175,Bush,Fiorina,0.0
1176,Carson,Paul tie,0.0
1177,Carson,Fiorina,0.0
1178,Fiorina,Paul tie,0.0
1179,Bush,Cruz,0.0
1180,Edward Snowden,Paul,0.34
1181,Marco Rubio,McConnell,0.3612
1182,Lindsey Graham,McConnell,0.3612
1183,Lindsey Graham,Marco Rubio,0.3612
1184,Barack Obama,Benjamin Netanyahu,-0.1955
1185,Donald Trump,Hillary Clinton,0.0
1186,Clinton,Donald Trump,-0.4019
1187,Clinton,Donald,0.7346
1188,Clinton,Mark Zandi,-0.0772
1189,John Kasich,John Kasich,0.5948
1190,Boehner,Kevin McCarthy,0.5095
1191,Kevin McCarthy,McCarthy,0.5095
1192,Boehner,McCarthy,0.5095
1193,Boehner,Greg,-0.3079
1194,Dennis Daugaard,Phil Bryant,0.0
1195,Dennis Daugaard,Pat McCrory,0.0
1196,Pat McCrory,Phil Bryant,0.0
1197,John Boehner,Kevin McCarthy,-0.7506
1198,Congressman Rogers,McCarthy,0.0
1199,Carlos Curbelo,John Boehner,0.701
1200,Daniel Webster,Jason Chaffetz,0.5267
1201,Dennis Hastert,John Feehery,0.0
1202,Bernie Sanders,Ted Cruz,0.0
1203,Cruz,Donald Trump,0.0
1204,Cruz,Trump,0.1779
1205,Chris Christie,John Kasich,0.0
1206,Jeb Bush,John Kasich,0.0
1207,Chris Christie,Jeb Bush,0.0
1208,Barack Obama,Clinton,0.5106
1209,Clinton,John Edwards,0.5106
1210,Barack Obama,John Edwards,0.5106
1211,Mike Huckabee,Rick Santorum,0.4767
1212,Cardin,Corker,-0.1531
1213,Norman Ornstein,Thomas Mann,0.0
1214,Ryan,Trump,-0.6983
1215,Davis,Ira Epstein,0.296
1216,Davis,Davis,0.296
1217,Davis,Ira Epstein,0.296
1218,Davis,Rudolph Giuliani,0.8834
1219,Davis,Ira Epstein,-0.25
1220,Giuliani,Ira Epstein,-0.25
1221,Davis,Ira Epstein,-0.25
1222,Davis,Giuliani,-0.25
1223,Davis,Davis,-0.25
1224,Davis,Giuliani,-0.25
1225,Davis,Ramos,0.1027
1226,Davis,Liu,0.1027
1227,Liu,Ramos,0.1027
1228,Davis,Liu,-0.4019
1229,Davis,Ramos,-0.4019
1230,Liu,Ramos,-0.4019
1231,Davis,Liu,-0.9375
1232,Davis,Ramos,-0.9375
1233,Liu,Ramos,-0.9375
1234,Ramos,Wu,-0.8176
1235,Ismaaiyl Brinsley,Ramos,-0.8176
1236,Ismaaiyl Brinsley,Wu,-0.8176
1237,Ferguson,Michael Brown,-0.9349
1238,Darren Wilson,Ferguson,-0.9349
1239,Ferguson,Ferguson,-0.9349
1240,Colin Ferguson,Ferguson,-0.9349
1241,Darren Wilson,Michael Brown,-0.9349
1242,Ferguson,Michael Brown,-0.9349
1243,Colin Ferguson,Michael Brown,-0.9349
1244,Darren Wilson,Ferguson,-0.9349
1245,Colin Ferguson,Darren Wilson,-0.9349
1246,Colin Ferguson,Ferguson,-0.9349
1247,Jimmy Breslin,Newsday,0.0
1248,Ferguson,Newsday,0.0
1249,Ferguson,Jimmy Breslin,0.0
1250,Charles Davis,Queens,0.8481
1251,Bill De Blasio,Rupert Murdoch’s,0.0258
1252,Davis,Richard Brown,-0.7496
1253,Davis,George Bell,-0.7496
1254,Davis,Davis,-0.7496
1255,George Bell,Richard Brown,-0.7496
1256,Davis,Richard Brown,-0.7496
1257,Davis,George Bell,-0.7496
1258,Davis,Hannah Riley,-0.9213
1259,D.A. Brown,Davis,0.0
1260,Hannah Riley,Pete Fiorillo,0.4215
1261,Giuliani,Hannah Riley,0.4215
1262,Giuliani,Pete Fiorillo,0.4215
1263,Liu,Ramos,-0.9432
1264,Randolph Evans,Robert Torsney,-0.7003
1265,Rafael Ramos,Robert Torsney,-0.7003
1266,Rafael Ramos,Randolph Evans,-0.7003
1267,Clifford Glover,Randy Evans,-0.8818
1268,Eric Garner,Randy Evans,-0.8818
1269,Clifford Glover,Eric Garner,-0.8818
1270,Davis,Salon,0.6249
1271,Davis,Joan Walsh,0.6249
1272,Joan Walsh,Salon,0.6249
1273,Eric Garner,Liu,-0.9684
1274,Eric Garner,Ramos,-0.9684
1275,Liu,Ramos,-0.9684
1276,Eric Garner,Randy Evans,0.3612
1277,Clifford Glover,Eric Garner,0.3612
1278,Clifford Glover,Randy Evans,0.3612
1279,Alton Maddoxes,Tawana Brawley,-0.4215
1280,Alton Maddoxes,the Johnnie Cochrans,-0.4215
1281,Tawana Brawley,the Johnnie Cochrans,-0.4215
1282,Al Sharpton,Darren Wilson,0.0258
1283,Eric Garner,Ramos,-0.6908
1284,Eric Garner,Liu,-0.6908
1285,Liu,Ramos,-0.6908
1286,Davis,Liu,-0.5574
1287,Davis,Ramos,-0.5574
1288,Liu,Ramos,-0.5574
1289,Don Hazen,Joan Walsh,-0.5267
1290,James Galbraith,Joan Walsh,-0.5267
1291,Eli Zaretsky,Joan Walsh,-0.5267
1292,Don Hazen,James Galbraith,-0.5267
1293,Don Hazen,Eli Zaretsky,-0.5267
1294,Eli Zaretsky,James Galbraith,-0.5267
1295,Bush,Gore,-0.6096
1296,Bush,Gore,-0.7227
1297,Samuel Alito’s,Sonia Sotomayor’s,-0.3612
1298,Alito,Antonin Scalia,0.5337
1299,Alito,Obama,0.5337
1300,Alito,John Roberts,0.5337
1301,Alito,Thomas,0.5337
1302,Antonin Scalia,Obama,0.5337
1303,Antonin Scalia,John Roberts,0.5337
1304,Antonin Scalia,Thomas,0.5337
1305,John Roberts,Obama,0.5337
1306,Obama,Thomas,0.5337
1307,John Roberts,Thomas,0.5337
1308,Donald Verrilli,Scalia,-0.4767
1309,Dana Milbank,Twitter,0.0
1310,Hillary Clinton,Marco Rubio,0.7579
1311,Hillary Clinton,Ted Cruz,0.7579
1312,Marco Rubio,Ted Cruz,0.7579
1313,Clinton,Trump,0.5106
1314,Clinton,Clinton,0.0
1315,Clinton,Cruz,0.0
1316,Clinton,Trump,-0.34
1317,Clinton,Trump,0.0
1318,Clinton,Michael Bloomberg,-0.5849
1319,Donald Trump,Obama,0.0
1320,Donald Trump,Obama,0.0
1321,Ann Coulter,Chris Christie,0.0258
1322,Elizabeth Warren,Jeb Bush,0.2617
1323,Hillary Clinton,Jeb Bush,0.2617
1324,Elizabeth Warren,Hillary Clinton,0.2617
1325,Bush,Rudy Giuliani,-0.7003
1326,Jeb Bush,Jon Huntsman,0.0
1327,Ben Carson,Donald Trump,0.0
1328,Jeb Bush,Marco Rubio,0.7506
1329,Carly Fiorina,Marco Rubio,0.7506
1330,Marco Rubio,Mike Huckabee,0.7506
1331,Marco Rubio,Rand Paul,0.7506
1332,Marco Rubio,Ted Cruz,0.7506
1333,John Kasich,Marco Rubio,0.7506
1334,Carly Fiorina,Jeb Bush,0.7506
1335,Jeb Bush,Mike Huckabee,0.7506
1336,Jeb Bush,Rand Paul,0.7506
1337,Jeb Bush,Ted Cruz,0.7506
1338,Jeb Bush,John Kasich,0.7506
1339,Carly Fiorina,Mike Huckabee,0.7506
